Id;Label
university of nice sophia antipolis;university of nice sophia antipolis
queen s university;queen s university
university of glasgow;university of glasgow
booz allen hamilton;booz allen hamilton
university of otago;university of otago
the chinese university of hong kong;the chinese university of hong kong
university of massachusetts boston;university of massachusetts boston
university of california san diego;university of california san diego
ecole normale superieure de cachan;ecole normale superieure de cachan
university of texas at arlington;university of texas at arlington
national university of sciences and technology;national university of sciences and technology
university of minnesota morris;university of minnesota morris
nanzan university;nanzan university
university of ontario institute of technology;university of ontario institute of technology
tata consultancy services;tata consultancy services
hasso plattner institute;hasso plattner institute
university of nebraska omaha;university of nebraska omaha
national cheng kung university;national cheng kung university
coalition for networked information;coalition for networked information
worcester polytechnic institute;worcester polytechnic institute
virginia tech;virginia tech
eth zurich;eth zurich
kaist;kaist
pomona college;pomona college
university of belgrade;university of belgrade
tokyo university of agriculture and technology;tokyo university of agriculture and technology
vassar college;vassar college
university of savoy;university of savoy
university of portland;university of portland
carnegie mellon university;carnegie mellon university
weizmann institute of science;weizmann institute of science
disney research;disney research
university of madeira;university of madeira
carnegie learning;carnegie learning
bren school of environmental science management;bren school of environmental science management
yale school of medicine;yale school of medicine
jet propulsion laboratory;jet propulsion laboratory
nanjing university of aeronautics and astronautics;nanjing university of aeronautics and astronautics
university of cyprus;university of cyprus
sei investments company;sei investments company
tsinghua university;tsinghua university
university of michigan;university of michigan
masaryk university;masaryk university
wellesley college;wellesley college
sungkyunkwan university;sungkyunkwan university
stmicroelectronics;stmicroelectronics
