Key,Fullname,Grid,URL,WikipediaURL
china oilfield services,China Oilfield Services,,http://www.cosl.com.cn/,http://en.wikipedia.org/wiki/China_Oilfield_Services
lockheed martin systems integration owego,Lockheed Martin Systems Integration – Owego,,,http://en.wikipedia.org/wiki/Lockheed_Martin_Systems_Integration_–_Owego
gujarat state petroleum corporation,Gujarat State Petroleum Corporation,,http://www.gspcgroup.com/,http://en.wikipedia.org/wiki/Gujarat_State_Petroleum_Corporation
hokkaido musashi women s junior college,Hokkaido Musashi Women's Junior College,grid.471571.1,http://www.musashi-jc.ac.jp/,http://en.wikipedia.org/wiki/Hokkaido_Musashi_Women's_Junior_College
kamakura corporation,Kamakura Corporation,,http://www.kamakuraco.com/,http://en.wikipedia.org/wiki/Kamakura_Corporation
verenium corporation,Verenium Corporation,,http://www.verenium.com/,http://en.wikipedia.org/wiki/Verenium_Corporation
viterbo university,Viterbo University,grid.267925.d,http://www.viterbo.edu/,http://en.wikipedia.org/wiki/Viterbo_University
jissen women s university,Jissen Women's University,grid.443674.6,http://www.jissen.ac.jp/,http://en.wikipedia.org/wiki/Jissen_Women's_University
swedish transport administration,Swedish Transport Administration,grid.426297.c,http://www.trafikverket.se/en/startpage/about-us/Trafikverket/,http://en.wikipedia.org/wiki/Swedish_Transport_Administration
national blood service,National Blood Service,,,http://en.wikipedia.org/wiki/National_Blood_Service
aletheia university,Aletheia University,grid.445069.a,http://www.au.edu.tw/,http://en.wikipedia.org/wiki/Aletheia_University
central state university,Central State University,grid.253893.6,http://www.centralstate.edu/,http://en.wikipedia.org/wiki/Central_State_University
king s college,King's College,grid.468921.0,http://www.kings.edu/,http://en.wikipedia.org/wiki/King's_College_(Pennsylvania)
bremen university of applied sciences,Bremen University of Applied Sciences,grid.424704.1,http://www.hs-bremen.de/,http://en.wikipedia.org/wiki/Bremen_University_of_Applied_Sciences
alabama agricultural and mechanical university,Alabama Agricultural and Mechanical University,grid.251973.b,http://www.aamu.edu/,http://en.wikipedia.org/wiki/Alabama_Agricultural_and_Mechanical_University
bryant university,Bryant University,grid.411805.9,http://www.bryant.edu/,http://en.wikipedia.org/wiki/Bryant_University
mitchell college,Mitchell College,grid.454634.4,http://mitchell.edu/,http://en.wikipedia.org/wiki/Mitchell_College
ecole et observatoire des sciences de la terre,Ecole et Observatoire des Sciences de la Terre,,http://eost.unistra.fr/,http://en.wikipedia.org/wiki/Ecole_et_Observatoire_des_Sciences_de_la_Terre
saint vincent college,Saint Vincent College,grid.421782.a,http://www.stvincent.edu/,http://en.wikipedia.org/wiki/Saint_Vincent_College
paristech,ParisTech,grid.472667.6,http://www.paristech.fr/,http://en.wikipedia.org/wiki/ParisTech
mathematical association of america,Mathematical Association of America,grid.299565.4,http://www.maa.org/,http://en.wikipedia.org/wiki/Mathematical_Association_of_America
zuyd university of applied sciences,Zuyd University of Applied Sciences,grid.413098.7,http://www.zuyd.nl/,http://en.wikipedia.org/wiki/Zuyd_University_of_Applied_Sciences
chettinad college of engineering and technology,Chettinad College of Engineering and Technology,,http://www.chettinadtech.ac.in/,http://en.wikipedia.org/wiki/Chettinad_College_of_Engineering_and_Technology
lycee carnot,Lycée Carnot,,https://www.ac-paris.fr/serail/jcms/s1_107969/ee-lg-clg-carnot-portail,http://en.wikipedia.org/wiki/Lycée_Carnot
cornell university,Cornell University,grid.5386.8,http://www.cornell.edu/,http://en.wikipedia.org/wiki/Cornell_University
aksheyaa college of engineering,Aksheyaa College of Engineering,,http://www.ace.ac.in/,http://en.wikipedia.org/wiki/Aksheyaa_College_of_Engineering
european society of cardiology,European Society of Cardiology,grid.437701.6,http://www.escardio.org/,http://en.wikipedia.org/wiki/European_Society_of_Cardiology
universidad metropolitana de monterrey,Universidad Metropolitana de Monterrey,grid.441198.1,http://www.umm.edu.mx/,http://en.wikipedia.org/wiki/Universidad_Metropolitana_de_Monterrey
samar state university,Samar State University,grid.442981.2,http://www.ssu.edu.ph/,http://en.wikipedia.org/wiki/Samar_State_University
international psychopharmacology algorithm project,International Psychopharmacology Algorithm Project,,http://www.ipap.org/,http://en.wikipedia.org/wiki/International_Psychopharmacology_Algorithm_Project
atlanta metropolitan college,Atlanta Metropolitan College,grid.462027.5,http://www.atlm.edu/,http://en.wikipedia.org/wiki/Atlanta_Metropolitan_State_College
cyprus international institute of management,Cyprus International Institute of Management,grid.445453.7,http://www.ciim.ac.cy/,http://en.wikipedia.org/wiki/Cyprus_International_Institute_of_Management
world council of churches,World Council of Churches,,http://www.oikoumene.org/,http://en.wikipedia.org/wiki/World_Council_of_Churches
embraer,Embraer,grid.424412.5,http://www.embraer.com/,http://en.wikipedia.org/wiki/Embraer
children s hospital of orange county,Children's Hospital of Orange County,grid.414164.2,http://www.choc.org/,http://en.wikipedia.org/wiki/Children's_Hospital_of_Orange_County
santa barbara museum of natural history,Santa Barbara Museum of Natural History,grid.421844.f,http://www.sbnature.org/,http://en.wikipedia.org/wiki/Santa_Barbara_Museum_of_Natural_History
michigan department of transportation,Michigan Department of Transportation,grid.453578.8,http://www.michigan.gov/mdot,http://en.wikipedia.org/wiki/Michigan_Department_of_Transportation
u s consumer product safety commission,U.S. Consumer Product Safety Commission,grid.420322.5,http://www.cpsc.gov/,http://en.wikipedia.org/wiki/U.S._Consumer_Product_Safety_Commission
austrian institute of economic research,Austrian Institute of Economic Research,grid.423174.7,http://www.wifo.ac.at/,http://en.wikipedia.org/wiki/Austrian_Institute_of_Economic_Research
canadian co operative association,Canadian Co-operative Association,grid.439963.2,http://www.coopscanada.coop/,http://en.wikipedia.org/wiki/Canadian_Co-operative_Association
american numismatic society,American Numismatic Society,grid.446460.4,http://www.numismatics.org/,http://en.wikipedia.org/wiki/American_Numismatic_Society
american hospital association,American Hospital Association,grid.413692.b,http://www.aha.org/,http://en.wikipedia.org/wiki/American_Hospital_Association
fn herstal,FN Herstal,,http://www.fnherstal.com/,http://en.wikipedia.org/wiki/FN_Herstal
japanese ministry of international trade and industry,Japanese Ministry of International Trade and Industry,,,http://en.wikipedia.org/wiki/Ministry_of_International_Trade_and_Industry
sony computer entertainment,Sony Computer Entertainment,,http://www.sie.com/en/index.html,http://en.wikipedia.org/wiki/Sony_Computer_Entertainment
nippon telegraph and telephone,Nippon Telegraph and Telephone,,http://www.ntt.co.jp/,http://en.wikipedia.org/wiki/Nippon_Telegraph_and_Telephone
nagano prefectural ueda senior high school,Nagano Prefectural Ueda Senior High School,grid.471830.9,,https://en.wikipedia.org/wiki/Ueda_High_School
slovenian museum of natural history,Slovenian Museum of Natural History,grid.457192.c,,https://en.wikipedia.org/wiki/Slovenian_Museum_of_Natural_History
holcim canada,Holcim (Canada),grid.264118.8,,https://en.wikipedia.org/wiki/Holcim
government of romania,Government of Romania,grid.454860.b,,https://en.wikipedia.org/wiki/Government_of_Romania
campbell hospital,Campbell Hospital,grid.461357.2,,"https://en.wikipedia.org/wiki/Campbell_Hospital,_Portsoy"
cesar ritz colleges,César Ritz Colleges,grid.449158.5,,https://en.wikipedia.org/wiki/Cesar_Ritz_Colleges
university of the southwest,University of the Southwest,grid.469263.c,,https://en.wikipedia.org/wiki/University_of_the_Southwest
chesapeake bay foundation,Chesapeake Bay Foundation,grid.448419.4,,https://en.wikipedia.org/wiki/Chesapeake_Bay_Foundation
uganda wildlife authority,Uganda Wildlife Authority,grid.463699.7,,https://en.wikipedia.org/wiki/Uganda_Wildlife_Authority
copenhagen business academy,Copenhagen Business Academy,grid.465896.0,,https://en.wikipedia.org/wiki/Copenhagen_Business_Academy
the natural step,The Natural Step,grid.452037.7,,https://en.wikipedia.org/wiki/The_Natural_Step
australian regenerative medicine institute,Australian Regenerative Medicine Institute,grid.484852.7,,https://en.wikipedia.org/wiki/Australian_Regenerative_Medicine_Institute
dupont hospital,Dupont Hospital,grid.461395.c,,https://en.wikipedia.org/wiki/Dupont_Hospital
efacec portugal,Efacec (Portugal),grid.424263.5,,https://en.wikipedia.org/wiki/EFACEC
liebherr france,Liebherr (France),grid.425235.7,,https://en.wikipedia.org/wiki/Liebherr_Group
martin luther king jr multi service ambulatory care center,"Martin Luther King, Jr. Multi-Service Ambulatory Care Center",grid.415342.5,,"https://en.wikipedia.org/wiki/Martin_Luther_King,_Jr._Multi-Service_Ambulatory_Care_Center"
king chulalongkorn memorial hospital,King Chulalongkorn Memorial Hospital,grid.411628.8,,https://en.wikipedia.org/wiki/King_Chulalongkorn_Memorial_Hospital
paris school of business,Paris School of Business,grid.469042.d,,https://en.wikipedia.org/wiki/Paris_School_of_Business
jersey city medical center,Jersey City Medical Center,grid.414975.a,,https://en.wikipedia.org/wiki/Jersey_City_Medical_Center
consumer healthcare products association,Consumer Healthcare Products Association,grid.489443.6,,https://en.wikipedia.org/wiki/Consumer_Healthcare_Products_Association
manly hospital,Manly Hospital,grid.416392.b,,https://en.wikipedia.org/wiki/Manly_Hospital
piedmont newnan hospital,Piedmont Newnan Hospital,grid.461570.1,,https://en.wikipedia.org/wiki/Piedmont_Newnan_Hospital
royal victoria teaching hospital,Royal Victoria Teaching Hospital,grid.416234.6,,https://en.wikipedia.org/wiki/Royal_Victoria_Teaching_Hospital
world future society,World Future Society,grid.487861.4,,https://en.wikipedia.org/wiki/World_Future_Society
stockholm municipality,Stockholm Municipality,grid.453756.6,,https://en.wikipedia.org/wiki/Stockholm_Municipality
gairdner foundation,Gairdner Foundation,grid.475552.4,,https://en.wikipedia.org/wiki/Gairdner_Foundation
fuji xerox,Fuji Xerox,grid.471140.7,http://www.fujixerox.co.jp/eng/,http://en.wikipedia.org/wiki/Fuji_Xerox
claflin university,Claflin University,grid.254270.6,http://www.claflin.edu/,http://en.wikipedia.org/wiki/Claflin_University
lockheed martin missiles and fire control,Lockheed Martin Missiles and Fire Control,,,http://en.wikipedia.org/wiki/Lockheed_Martin_Missiles_and_Fire_Control
hunter college,Hunter College,grid.257167.0,http://www.hunter.cuny.edu/,http://en.wikipedia.org/wiki/Hunter_College
secure computing,Secure Computing,,http://www.securecomputing.com/,http://en.wikipedia.org/wiki/Secure_Computing_Corporation
british institute of technology and e commerce,British Institute of Technology and E-commerce,grid.482627.d,http://www.bite.ac.uk/,http://en.wikipedia.org/wiki/British_Institute_of_Technology_and_E-commerce
behala college,Behala College,,https://web.archive.org/web/20120604205055/http://behalacollege.ac.in/,http://en.wikipedia.org/wiki/Behala_College
mayville state university,Mayville State University,grid.259768.7,http://www.mayvillestate.edu/,http://en.wikipedia.org/wiki/Mayville_State_University
bryn athyn college,Bryn Athyn College,grid.462129.a,http://www.brynathyn.edu/,http://en.wikipedia.org/wiki/Bryn_Athyn_College
weston college,Weston College,grid.463065.2,http://www.weston.ac.uk/,http://en.wikipedia.org/wiki/Weston_College
stem cell network,Stem Cell Network,grid.461825.c,http://www.stemcellnetwork.ca/,http://en.wikipedia.org/wiki/Stem_Cell_Network
eutelsat,Eutelsat,grid.424980.3,http://www.eutelsat.com/,http://en.wikipedia.org/wiki/Eutelsat
ipc,IPC,,http://www.ipc.org/,http://en.wikipedia.org/wiki/IPC_(electronics)
cmr institute of technology,CMR Institute of Technology,,http://cmrit.ac.in/,http://en.wikipedia.org/wiki/CMR_Institute_of_Technology
university of engineering and technology peshawar,"University of Engineering and Technology, Peshawar",grid.444992.6,http://www.uetpeshawar.edu.pk/,"http://en.wikipedia.org/wiki/University_of_Engineering_and_Technology,_Peshawar"
boston dynamics,Boston Dynamics,,https://www.bostondynamics.com/,http://en.wikipedia.org/wiki/Boston_Dynamics
hokkai gakuen university,Hokkai Gakuen University,grid.440874.b,,http://en.wikipedia.org/wiki/Hokkai_Gakuen_University
direction generale de l armement,Direction générale de l'armement,grid.484080.0,http://www.defense.gouv.fr/dga,http://en.wikipedia.org/wiki/Direction_générale_de_l'armement
delft university of technology,Delft University of Technology,grid.5292.c,http://www.tudelft.nl/,http://en.wikipedia.org/wiki/Delft_University_of_Technology
university institute of engineering and technology kurukshetra university,"University Institute of Engineering and Technology, Kurukshetra University",,http://www.uietkuk.org/,"http://en.wikipedia.org/wiki/University_Institute_of_Engineering_and_Technology,_Kurukshetra_University"
junagadh agricultural university,Junagadh Agricultural University,grid.449498.c,http://www.jau.in/,http://en.wikipedia.org/wiki/Junagadh_Agricultural_University
regis college,Regis College,grid.421431.1,http://www.regiscollege.edu/,http://en.wikipedia.org/wiki/Regis_College_(Massachusetts)
universiti sains islam malaysia,Universiti Sains Islam Malaysia,grid.462995.5,http://www.usim.edu.my/,http://en.wikipedia.org/wiki/Universiti_Sains_Islam_Malaysia
instituto superior tecnico,Instituto Superior Técnico,,https://tecnico.ulisboa.pt/en/,http://en.wikipedia.org/wiki/Instituto_Superior_Técnico
academyhealth,AcademyHealth,grid.281565.d,http://www.academyhealth.org/,http://en.wikipedia.org/wiki/AcademyHealth
israel democracy institute,Israel Democracy Institute,,https://en.idi.org.il/,http://en.wikipedia.org/wiki/Israel_Democracy_Institute
